colaborador_id,area,nivel_cargo,genero,raca,data_admissao,idade,salario_base_inicial,tempo_casa_meses,engajamento_medio,horas_extras_media,performance_media
562,Comercial,Júnior,Outro,Branca,2024-07-29,33,2802.238770156985,19,66.45848733413207,13.335847053931504,2.8555600438943016
563,Comercial,Pleno,F,Amarela,2015-11-29,28,6386.093075011829,125,70.2944794628232,13.21673827917668,3.174050475322565
564,Comercial,Pleno,F,Branca,2017-04-23,37,6099.153450851075,108,65.08842514478442,9.339229019394162,3.0599647480486545
565,Tecnologia,Pleno,M,Amarela,2015-06-20,33,6619.816628017647,130,66.93940005201391,18.78521607981544,3.2226103123541954
566,Risco & Compliance,Júnior,F,Branca,2022-01-17,30,3727.808772568153,50,76.94852888516314,11.056805458671688,2.8781910496751055
567,Tecnologia,Júnior,M,Parda,2023-07-01,40,3696.353446608912,32,63.17305503122511,19.26976309661961,3.0019261421843555
568,Tecnologia,Líder,M,Branca,2019-05-04,26,20068.765937617616,83,67.1352538449842,22.8324535387263,3.3700694994341123
569,Backoffice,Júnior,M,Branca,2024-04-12,31,2850.8725890733594,23,75.58751526698242,10.084616071090666,2.5672340440789627
570,Tecnologia,Pleno,Outro,Parda,2020-11-24,40,7734.81331866271,64,64.36275699965094,20.070089712774102,3.0275436796233635
571,Risco & Compliance,Pleno,Outro,Branca,2021-04-18,35,6209.491712866252,59,73.79110186830678,12.44865674357397,3.065424102445041
572,Produtos Digitais,Pleno,F,Branca,2023-06-13,33,7371.875538728385,33,72.48280281350914,14.093900643296328,2.952374279164468
573,Tecnologia,Júnior,M,Parda,2017-12-19,35,3797.891478834076,100,66.48373557598528,20.13974108822946,2.88719574439218
574,Crédito,Júnior,M,Parda,2018-07-17,35,3388.1266370249864,93,73.43128324951172,11.167945355848042,2.7650710493756354
575,Backoffice,Pleno,M,Parda,2024-01-20,24,5512.093594972026,25,74.15978786904434,12.07036076670581,3.1383865548047116
576,Backoffice,Sênior,F,Branca,2024-01-02,31,9991.816506019672,26,77.26103481582888,14.229704772756207,3.1442203143006613
577,Comercial,Sênior,M,Parda,2024-10-04,43,10571.519896033407,17,70.6175893699311,10.782937782461644,3.0761032505638837
578,Backoffice,Júnior,Outro,Parda,2024-01-05,30,2461.76164795803,26,73.27232927193758,9.385538711519658,2.7382914743366236
579,Tecnologia,Júnior,M,Branca,2016-04-09,32,3568.587556024131,120,64.74342314048477,22.006981876228433,2.7530698774194584
580,Comercial,Sênior,F,Parda,2023-03-26,30,9735.29365067913,35,66.67489200795593,10.717960561993594,3.116837711210591
581,Tecnologia,Pleno,F,Branca,2019-02-04,33,6593.007362619378,86,64.19271211415045,21.758728006349887,3.0891816933872653
582,Backoffice,Sênior,F,Branca,2024-11-25,30,8747.317470090122,15,75.96469411857495,11.395510796214888,3.209745551884051
583,Tecnologia,Júnior,M,Branca,2019-09-20,36,3245.597021875601,78,66.72159704183659,22.8324535387263,2.7407651605855516
584,Tecnologia,Pleno,M,Branca,2020-07-14,35,8616.544721888296,68,67.0895039640954,21.445632908890072,2.9416922827373893
585,Crédito,Pleno,F,Parda,2020-04-17,38,7389.673410147577,71,74.17508738074885,10.982239235634816,2.786178762579013
586,Comercial,Pleno,F,Parda,2018-03-20,27,5257.410281704957,96,68.25769749388051,12.078161861714625,3.0264961797084893
587,Comercial,Pleno,F,Amarela,2015-10-01,31,5136.448883622165,127,67.65177259960764,13.000680271446685,3.050826410963212
588,Comercial,Júnior,F,Parda,2023-12-14,32,3197.359020137052,27,65.75708958705916,11.84915067043985,2.9122737916108146
589,Comercial,Pleno,M,Branca,2023-01-08,36,5890.5458982288,38,65.5506593530913,12.313235996268498,2.9593865334705343
590,Comercial,Júnior,M,Preta,2016-05-24,29,3258.117038158118,119,66.17166520118508,11.498706761435052,2.774170798368608
591,Comercial,Pleno,F,Preta,2022-10-06,39,6762.25686807309,41,66.12535172267253,11.687079277577924,3.0062780133715523
592,Crédito,Líder,M,Branca,2021-04-03,41,17763.879513159725,59,71.8330462627685,13.37470730204017,3.3289526186834575
593,Comercial,Pleno,F,Parda,2019-02-02,28,5436.795161251055,86,67.16077689316438,10.48508193364512,2.801030071355271
594,Tecnologia,Sênior,Outro,Indígena,2017-07-16,31,13558.227635174197,105,65.11797823688413,19.947936782093972,3.287990042523702
595,Backoffice,Júnior,F,Parda,2023-08-05,30,3239.7190404140897,31,75.46733334488033,12.157821849750293,3.0227083640258994
596,Tecnologia,Pleno,M,Preta,2021-12-30,49,7680.520395884901,50,66.04735003468157,20.590744785154293,3.1651731287143376
597,Crédito,Líder,F,Branca,2020-06-22,31,18191.8367896778,69,76.26543934715158,11.049495338891838,3.4621106868934355
598,Comercial,Júnior,M,Branca,2021-02-02,44,2853.7272255330054,61,63.77367178294862,10.866222156429908,2.746110653147967
599,Comercial,Júnior,M,Branca,2015-11-29,26,2893.37492519428,125,67.00129484634554,11.112307603901721,2.934896368387042
600,Comercial,Pleno,M,Parda,2019-09-26,28,6422.378096135514,78,67.32002761532276,13.836205945514306,2.8757633079084175
601,Comercial,Júnior,F,Parda,2016-12-08,29,3384.993988566137,112,65.26396759036128,10.947265577099081,2.7392036501223025
602,Comercial,Pleno,F,Não declarado,2017-01-30,28,6232.179097003834,110,67.39743542838963,12.0867815558124,3.0255835350826428
603,Comercial,Sênior,F,Branca,2021-08-10,32,10869.543725456042,55,64.18433021618024,13.644560697985424,3.4621106868934355
604,Comercial,Pleno,M,Branca,2024-02-09,29,5408.943031347671,25,69.43683036641556,12.99067599097777,2.9248162160766875
605,Comercial,Júnior,F,Parda,2019-01-13,29,2740.763181232176,87,64.62007756160538,14.56255879115834,2.747382683514098
606,Tecnologia,Pleno,M,Parda,2017-01-28,40,7572.078045375128,110,66.73956037664185,21.077867544344393,2.9692559555647318
607,Comercial,Pleno,M,Branca,2021-06-25,41,5417.797546037113,57,70.62107999112507,13.883715096899378,2.9057853169376453
608,Tecnologia,Júnior,M,Parda,2023-09-15,39,3901.8694539985386,30,66.43104465028158,19.945013632949824,2.84066509673794
609,Risco & Compliance,Pleno,F,Parda,2022-06-24,37,6187.473307081505,45,77.49191135820462,12.249677322642038,3.1743788643641433
610,Crédito,Pleno,F,Parda,2023-09-06,34,7503.4725206404655,30,77.41466270496525,10.273818423439337,2.9648799643715136
611,Comercial,Pleno,F,Parda,2020-05-12,31,6554.5986239058175,70,64.29156624106363,12.270964227887022,3.1453631383329452
612,Produtos Digitais,Júnior,M,Branca,2022-07-07,28,4006.001758742754,44,77.27582582400098,11.567777422648895,2.871196672185279
613,Crédito,Pleno,M,Indígena,2016-05-26,36,6239.278014527904,119,70.59435428875749,12.887816414478758,3.0380635014634585
614,Comercial,Júnior,F,Parda,2018-06-25,26,3132.097464973739,93,65.26860523497385,12.09483275480821,2.6365603335850376
615,Backoffice,Júnior,F,Branca,2018-11-22,28,3271.332900615366,88,77.29224317152628,9.733221032666904,2.729038624144396
616,Backoffice,Sênior,M,Branca,2020-02-10,40,9849.38405913619,73,75.4955646574361,11.95982392124993,3.196391171653149
617,Comercial,Pleno,M,Parda,2024-04-14,45,5164.394443285214,23,70.34262610200499,14.238025360767617,2.7726665159136146
618,Comercial,Júnior,F,Branca,2023-09-27,36,2565.564578190374,29,67.82440263301253,10.965321923737525,2.8890271364402405
619,Produtos Digitais,Júnior,M,Branca,2016-05-06,40,3831.7397941481527,119,71.28003631763171,15.074851291009331,2.5873930347633713
620,Produtos Digitais,Júnior,F,Parda,2016-09-22,32,3680.377325335393,115,77.58699162807463,13.689870060120477,2.836132286919417
621,Comercial,Júnior,F,Branca,2018-07-29,25,3281.7460864289774,92,63.94318700321289,11.52798359435293,2.77431417076448
622,Comercial,Júnior,M,Parda,2017-11-27,37,3310.3251003324003,100,67.73677162809311,11.25476190798449,2.7572587949498324
623,Tecnologia,Júnior,M,Branca,2021-02-21,37,3478.446117724285,61,69.86866625110977,19.81212471301349,2.769177250737949
624,Tecnologia,Pleno,M,Parda,2024-01-09,34,7107.700748137258,26,63.45935690105978,20.717946246334055,2.8870153995619727
625,Risco & Compliance,Pleno,F,Branca,2024-08-13,32,6077.768996075928,19,74.84782135131172,13.005929880262295,3.1436343068912738
626,Tecnologia,Pleno,M,Branca,2021-07-13,39,8418.860731585342,56,64.92275740359214,19.517140638959784,2.9539462966000425
627,Tecnologia,Pleno,F,Branca,2023-05-18,28,7505.961002900135,34,65.70518959222576,21.42642912028469,3.0215905180614535
628,Produtos Digitais,Júnior,F,Amarela,2020-03-31,29,4239.706508559654,72,77.32536893989851,13.948666069755342,2.992649638287347
629,Comercial,Líder,M,Preta,2017-01-30,27,14619.669390148214,110,66.12870510947697,11.410573844482515,3.38311901278951
630,Comercial,Sênior,F,Branca,2020-03-30,34,10393.042580513596,72,67.04027185825223,14.793472874528236,3.1471356923459246
631,Crédito,Sênior,M,Parda,2020-07-19,27,11106.20104968999,68,74.81432218079948,11.615366051673957,3.2649054631798307
632,Backoffice,Sênior,M,Parda,2022-06-02,29,9043.083547528291,45,75.24016910541877,13.1393337574395,3.2701673110435934
633,Risco & Compliance,Sênior,F,Indígena,2017-03-13,29,11443.784241472484,109,77.60846764185678,11.893265883167388,3.1618256133672706
634,Risco & Compliance,Pleno,F,Branca,2018-09-06,32,6780.302914536999,91,76.59833118056652,13.392864341391212,3.0785617832366285
635,Comercial,Júnior,F,Parda,2018-08-21,25,2814.1751587511544,91,66.99906799059457,12.206072425569571,2.7126275952836867
636,Tecnologia,Pleno,F,Branca,2024-08-02,34,6711.034013218815,19,66.50954434874866,21.110902267147463,3.0675693709955887
637,Risco & Compliance,Pleno,M,Branca,2019-06-09,41,6339.781853799513,82,72.83298965589307,10.67059749594253,2.9519933905214746
638,Comercial,Pleno,M,Amarela,2022-07-19,34,5847.3557504554365,44,66.8457274123029,9.86876994331745,2.877621066043202
639,Comercial,Pleno,F,Parda,2022-07-03,43,6231.6318001642885,44,68.35166622743496,12.245065258930433,2.885889911031517
640,Tecnologia,Júnior,F,Branca,2017-08-27,42,4216.344859091471,103,63.404536361031404,19.02917779697292,2.7446022567078896
641,Comercial,Pleno,M,Branca,2020-09-18,38,5165.132635559265,66,68.86975411052653,15.299707735083357,3.042173483294557
642,Tecnologia,Sênior,M,Parda,2023-12-09,34,11538.728797031918,27,65.36904641450963,18.45535095708304,3.2695393139817295
643,Comercial,Pleno,F,Parda,2019-10-01,34,5448.688696103208,78,62.0195201671262,16.546833931425947,3.1368954691153412
644,Tecnologia,Pleno,F,Branca,2024-06-11,38,7505.162419561013,21,67.97481799768458,19.267587272789196,2.9632546832826794
645,Comercial,Júnior,M,Amarela,2017-02-21,31,2936.7307263388434,110,63.24191674591716,9.250738561145683,2.8793859292458674
646,Backoffice,Pleno,F,Branca,2015-09-28,22,6091.654336732522,127,75.33511745270769,12.48729857360602,2.9106629613220654
647,Risco & Compliance,Sênior,F,Branca,2023-11-28,36,10149.97251139805,27,73.75778514160793,12.952192383961373,3.3250923749929373
648,Crédito,Pleno,M,Preta,2023-06-22,27,7095.611617101999,32,71.60714760019331,12.782953685721637,3.157919040809288
649,Produtos Digitais,Sênior,M,Branca,2024-12-01,28,15054.621917579834,15,72.84028795913815,10.313247105416666,3.2681892990629238
650,Tecnologia,Pleno,M,Branca,2021-10-15,34,8424.024914816186,53,66.54364276445078,21.386478817126275,2.840055620510961
651,Comercial,Pleno,M,Parda,2024-05-11,33,6825.812288505056,22,64.08643122287039,10.909773313251756,2.9869548009375957
652,Risco & Compliance,Júnior,M,Parda,2023-04-07,25,3570.5285405591885,35,75.06959064509738,9.124748733111662,2.9726158189526752
653,Risco & Compliance,Pleno,F,Branca,2023-06-10,34,7403.856054392652,33,75.54350506257835,9.938301826613467,2.9213304443521135
654,Produtos Digitais,Pleno,F,Amarela,2020-09-08,39,7454.910018924217,66,75.11834498854871,13.506566643203769,3.0521419334284308
655,Tecnologia,Pleno,F,Parda,2018-10-27,27,6819.557124788573,89,62.620099278773324,20.572940653289688,2.925472332773445
656,Comercial,Pleno,F,Branca,2024-05-04,41,5111.678550804947,22,66.45442120431474,15.923277247611033,3.165028882841242
657,Tecnologia,Sênior,M,Parda,2019-04-27,24,13275.66634035912,83,66.26192486205495,19.21294809197381,3.298390358578462
658,Tecnologia,Júnior,M,Branca,2020-05-20,46,4242.150586290462,70,63.83114791206927,19.033238447693336,2.7380960567732657
659,Crédito,Sênior,M,Branca,2019-06-17,31,10419.926940393783,81,78.7159027803673,11.417092847762412,3.0385760924346825
660,Risco & Compliance,Júnior,M,Parda,2020-08-23,34,3435.5741396726103,67,75.72813773733965,9.32370343665217,2.757571714489993
661,Tecnologia,Pleno,F,Amarela,2019-09-14,22,8054.534458249,78,64.68757139441345,20.30097910312569,2.916182499106787
662,Backoffice,Júnior,F,Branca,2015-06-25,33,3215.610171051588,130,75.184407921295,14.101191131498629,2.840980812648951
663,Risco & Compliance,Júnior,M,Branca,2023-10-25,35,3445.3916217770497,28,71.2536000439117,12.233460625825382,2.96841323681028
664,Comercial,Pleno,M,Parda,2019-06-11,33,6846.528718947754,82,64.39698225475144,11.843939090791809,3.2095480551868256
665,Comercial,Júnior,M,Branca,2020-11-19,30,2860.2058269112927,64,65.95332714670896,12.388131127545618,3.02295950176928
666,Comercial,Pleno,M,Branca,2016-05-23,28,5729.871360788534,119,65.9710130334979,10.410759485446489,3.2522346192127345
667,Comercial,Sênior,M,Branca,2015-01-13,40,10129.037530043037,135,67.8155193686194,14.20414729047386,3.204073838874578
668,Comercial,Júnior,M,Parda,2017-06-14,34,2895.1516930043163,106,67.12234138014418,11.188885498126643,2.901921043051517
669,Comercial,Sênior,F,Branca,2022-01-15,43,8504.277184862598,50,67.1572285720122,10.648152539703693,3.1532255417113144
670,Tecnologia,Pleno,M,Branca,2015-12-29,30,8021.487056445721,124,67.41647922445229,20.14776804778023,2.972589804774826
671,Comercial,Pleno,M,Parda,2024-01-31,31,6453.090674661269,25,64.99782262559901,11.924058149871703,2.8352771997722583
672,Backoffice,Júnior,F,Parda,2017-02-23,38,3061.1632870071885,109,73.64067373372957,14.771991779982315,2.7906829487901796
673,Comercial,Júnior,M,Parda,2017-01-16,24,2860.51859994942,111,68.61207706981142,12.422025095107776,2.992120211275804
674,Risco & Compliance,Júnior,F,Branca,2016-10-24,26,3322.06657857806,114,76.80369969815055,13.486454829567085,2.685362521053433
675,Tecnologia,Júnior,M,Parda,2015-02-21,40,3592.470207948753,134,65.74829702024756,22.8324535387263,2.9269778698710947
676,Backoffice,Júnior,F,Branca,2022-09-18,26,2436.211122026202,42,74.55808742431704,13.928828233443449,2.881143346724252
677,Comercial,Pleno,M,Branca,2023-09-29,23,6112.408094288554,29,67.63835611424645,12.866502168964976,2.860701239282944
678,Tecnologia,Sênior,F,Parda,2021-02-19,45,11089.102497815042,61,64.98547775184002,22.495796979408713,2.994915665733467
679,Backoffice,Sênior,M,Branca,2016-11-17,25,8303.117773660606,113,76.04500252889984,9.075060303417187,3.152521415422458
680,Backoffice,Pleno,F,Branca,2017-11-07,35,6136.903407471506,101,75.08836405813315,12.450513379782135,2.92175709012368
681,Produtos Digitais,Júnior,F,Branca,2019-10-04,34,3454.0500359379985,78,72.4620346008,13.61273286143357,2.7701019637297013
682,Comercial,Júnior,M,Branca,2024-07-15,21,3413.1075992478536,20,67.19411552261357,13.796966538772006,2.9975268693917596
683,Comercial,Júnior,M,Branca,2017-06-21,32,3013.7298277013188,106,67.31609046780629,14.140548249047844,2.7795528000318512
684,Crédito,Júnior,F,Não declarado,2022-04-24,36,3949.922005780863,47,76.55743247838085,14.110414058947965,3.0130616395552914
685,Backoffice,Pleno,F,Branca,2019-05-23,36,4944.175848928331,82,74.14977209500323,14.310865184387607,3.0496264261162565
686,Risco & Compliance,Pleno,M,Branca,2017-12-23,39,6765.38850675451,99,74.39123850300466,10.09462123203231,3.2179055922786897
687,Risco & Compliance,Pleno,M,Branca,2019-07-23,31,6301.667531232305,80,79.1215761960403,12.678422214623579,3.0774649758941925
688,Comercial,Pleno,M,Amarela,2015-09-17,38,6618.268487065715,127,66.01892717829163,12.685351181591507,2.92185259625327
689,Produtos Digitais,Sênior,F,Parda,2022-12-25,29,12937.95207769886,38,75.12895448607675,10.084002207196322,3.195307767270544
690,Comercial,Sênior,M,Branca,2017-06-07,25,9281.462737172047,106,69.1324708385797,12.02870902825451,3.24553203696902
691,Tecnologia,Júnior,F,Preta,2022-04-01,26,4152.247267987402,47,65.10609930591544,20.696518805806072,2.695929087975897
692,Tecnologia,Sênior,F,Branca,2015-09-07,25,12029.949093699728,127,65.15672862308143,20.432426136700812,2.9802571339902078
693,Risco & Compliance,Líder,M,Branca,2024-07-18,40,14108.32493330978,19,73.23418732063598,13.392463244979245,3.4621106868934355
694,Comercial,Júnior,M,Branca,2016-12-05,24,2901.2601907554,112,67.0341199990442,12.058471855947433,3.0089933480944047
695,Comercial,Pleno,M,Branca,2023-10-28,35,6278.140084219695,28,67.64534103723885,11.955515817590717,3.2274170147629664
696,Risco & Compliance,Pleno,F,Branca,2023-02-02,32,6113.631886836636,37,72.6639109978615,10.843070917319215,3.2569288628100797
697,Tecnologia,Sênior,F,Parda,2024-09-02,33,12244.95347159434,18,68.67282610386037,21.826888119781,3.3043797646469835
698,Risco & Compliance,Sênior,F,Branca,2019-10-11,42,9537.159956331345,77,73.91572096328649,13.928252873199371,3.2412151807655207
699,Comercial,Júnior,Outro,Parda,2022-04-09,31,3079.2835123625614,47,65.21091964244233,17.404300564399538,2.6845800859353885
700,Tecnologia,Pleno,F,Branca,2018-09-15,37,8076.663578685885,91,64.71427751387922,20.760485142571113,2.902378318540936
701,Risco & Compliance,Pleno,F,Branca,2016-11-03,34,6428.358871574199,113,75.7689815712812,12.469474961173065,3.256750608094387
702,Comercial,Pleno,F,Branca,2019-06-06,33,5856.418739042628,82,66.34361039059797,10.933553998143134,3.0511929261483086
703,Tecnologia,Júnior,M,Amarela,2016-08-27,47,3286.817810908031,115,65.09989520683219,21.912892782106344,2.9479760665747445
704,Comercial,Sênior,F,Branca,2024-10-24,25,9105.822593535948,16,67.61974197897798,12.623063936598719,3.0536453055618864
705,Comercial,Pleno,M,Parda,2015-12-18,41,5378.415545630242,124,71.16414456759348,12.312754245022868,3.000315022380692
706,Backoffice,Sênior,F,Branca,2020-11-20,37,9447.810140685384,64,73.24944745439164,9.367848840077004,3.143746480435073
707,Tecnologia,Sênior,M,Branca,2021-04-05,31,12609.708278565313,59,68.89297738929056,21.731512423024412,3.1831518009979107
708,Produtos Digitais,Pleno,F,Branca,2020-05-17,43,9190.924519020751,70,72.22824302139337,11.383177083977587,3.0099486048773962
709,Comercial,Pleno,M,Branca,2021-08-13,22,5231.816707699021,55,63.94819317984345,12.603674003917495,2.97961713488999
710,Crédito,Pleno,M,Branca,2016-02-29,30,7106.7267044309465,121,75.67681919096304,12.244291195014993,3.226167811854751
711,Produtos Digitais,Júnior,F,Branca,2020-07-18,26,4082.195710703813,68,75.5807281706166,13.029931731225902,2.891881631545631
712,Risco & Compliance,Pleno,M,Parda,2017-11-14,36,6632.141533912942,101,74.11176813326277,10.750381039927476,2.9372536865762022
713,Tecnologia,Júnior,F,Branca,2024-05-24,27,4169.80419830568,21,66.25405359020348,22.8324535387263,2.6613368486890727
714,Tecnologia,Pleno,M,Parda,2022-08-13,36,6837.461559064845,43,68.50637261769927,18.76836968608117,2.9441041066779854
715,Tecnologia,Júnior,M,Branca,2024-09-19,32,3233.369933634043,17,67.94269389073705,19.663382329849394,3.0832789068568984
716,Backoffice,Júnior,F,Parda,2015-05-18,31,2997.2921390272345,131,70.27871889332091,12.418350402377998,2.6892515665944647
717,Produtos Digitais,Júnior,F,Parda,2017-11-06,36,3861.866318925216,101,74.50850567716024,10.514570422376393,2.8835437013567247
718,Backoffice,Júnior,F,Branca,2016-12-14,32,2437.5393783617083,112,72.04836698691012,12.745823870810954,2.9854517545632704
719,Comercial,Pleno,F,Branca,2015-02-10,27,5552.473213122745,134,65.14788092631122,14.643099897026639,2.9545293673235453
720,Produtos Digitais,Pleno,F,Parda,2017-06-03,50,7636.664061346853,106,76.05435828853278,9.131938201016343,2.9086889656073285
721,Backoffice,Pleno,F,Preta,2021-10-13,31,5899.793624301055,53,74.66867489605335,14.306813860134627,3.0369712730851663
722,Comercial,Júnior,F,Branca,2017-04-23,21,2705.327214644345,108,66.67225501899203,9.967605793745106,3.016898497146478
723,Comercial,Júnior,M,Branca,2020-02-01,28,2921.7489131580583,74,65.68318863695775,10.460835299864895,2.5663389227895776
724,Produtos Digitais,Júnior,F,Preta,2023-11-15,26,4028.707664967667,28,75.2778886530248,12.3346888411736,2.9534735520395183
725,Risco & Compliance,Júnior,F,Branca,2021-12-07,38,3259.6450174504503,51,73.59486363633341,14.165767232095922,2.6860510191278313
726,Produtos Digitais,Sênior,M,Parda,2018-12-11,35,15419.460105000464,88,78.75245896291845,13.60958574946934,3.2684691936074284
727,Comercial,Júnior,F,Branca,2018-09-21,36,2590.953814011267,90,64.88207545522972,11.18910575781012,2.7903522686613225
728,Produtos Digitais,Pleno,F,Branca,2019-07-22,31,9195.85269307933,80,75.10130697088957,13.343485291128983,3.155323830325624
729,Comercial,Júnior,F,Parda,2016-10-08,32,3073.743492594629,114,68.78119080514956,13.516646115300238,2.7929999198456854
730,Comercial,Júnior,M,Parda,2021-05-03,31,3266.154943472854,58,64.91812835175735,12.65320514916076,2.945110652537206
731,Comercial,Pleno,M,Branca,2018-08-22,33,5874.706712428935,91,67.5148093438883,11.412862091512999,3.1417448595565403
732,Produtos Digitais,Pleno,F,Branca,2023-07-09,39,7987.826051454463,32,76.64561123616308,10.111327989374887,3.079393001618474
733,Crédito,Júnior,M,Parda,2022-07-24,36,3842.602926481377,44,76.93535681031686,12.544087131065913,2.5663389227895776
734,Risco & Compliance,Júnior,M,Parda,2021-02-06,37,3691.975151328983,61,74.1593938417289,12.408253708087068,2.676281679012268
735,Tecnologia,Pleno,M,Branca,2018-08-22,36,6912.049983220419,91,64.52765747374934,21.930603441740057,2.834472130164036
736,Backoffice,Júnior,M,Parda,2017-02-05,39,2592.8518061898485,110,73.25323442737032,13.907154754467369,2.86888681555857
737,Tecnologia,Júnior,M,Parda,2022-10-03,35,3745.764570603695,41,66.57912555946622,21.815224293745647,2.9364515621478873
738,Produtos Digitais,Líder,F,Parda,2019-11-11,36,22681.682939800725,76,76.57307518602346,13.599372460425869,3.403078327457798
739,Tecnologia,Pleno,F,Parda,2017-03-31,41,7100.2989601638965,108,71.50298924011891,20.83237030487416,2.9732896580791928
740,Tecnologia,Pleno,F,Branca,2016-12-13,30,7842.032884513045,112,66.73216445709686,20.389270758148157,2.9014944059468046
741,Tecnologia,Pleno,M,Parda,2016-08-26,28,7968.341297416352,116,66.1961115558468,18.422155443913322,2.9357110543370855
742,Tecnologia,Pleno,M,Parda,2022-10-07,26,8127.01799601185,41,66.65982910066701,22.62701037724314,2.84367300206201
743,Produtos Digitais,Pleno,M,Branca,2017-04-15,35,8255.336432747941,108,72.31767676408248,11.363003363429655,3.1300416647396396
744,Risco & Compliance,Pleno,Outro,Branca,2020-04-06,22,6406.86125299236,72,75.55459972142637,10.855366712543377,3.008044715008923
745,Comercial,Pleno,F,Branca,2019-07-07,36,6840.628779838151,81,66.57547120119666,10.937395691577882,3.0464887462402372
746,Backoffice,Júnior,M,Parda,2020-10-16,33,2945.187794073939,65,76.4455795543335,11.68388254458359,2.690299456758346
747,Tecnologia,Pleno,M,Branca,2023-10-07,40,8014.271726174859,29,67.47630886056348,20.72872854479661,2.9500912804425745
748,Risco & Compliance,Pleno,Outro,Parda,2023-09-03,29,6293.06603447784,30,75.14289628989025,13.604488628524734,2.8117593841201423
749,Backoffice,Sênior,Outro,Preta,2019-07-05,32,9984.355165858778,81,74.6268790596154,11.481063937597257,3.241798072397364
750,Crédito,Pleno,M,Parda,2015-02-26,40,6398.641160679739,134,74.12789485347825,10.293273053526951,2.996199448430876
751,Comercial,Pleno,F,Preta,2019-04-06,42,5541.174451551545,84,63.93361564227263,13.794231342023968,2.742981152287568
752,Backoffice,Júnior,M,Indígena,2021-01-21,29,3033.587482547059,62,75.13870149113974,15.143850925948323,2.952155527943139
753,Crédito,Pleno,F,Branca,2020-07-28,35,6944.287104064274,68,70.84975293356494,12.055929957651768,3.0451091689694016
754,Tecnologia,Júnior,M,Parda,2021-07-05,35,3956.186186725188,56,66.14049732550124,21.218537568192666,2.942373682981968
755,Comercial,Júnior,M,Branca,2016-07-16,36,2792.4946416732823,117,66.16706379810309,13.026704266303275,2.9765608297670223
756,Produtos Digitais,Júnior,F,Preta,2021-06-17,32,4169.948859383928,57,76.69117792946285,11.675991509487252,3.0017394616371718
757,Crédito,Pleno,M,Branca,2016-10-28,41,6783.942654885442,113,76.48329312182453,13.04036458263019,3.0150358214177557
758,Risco & Compliance,Júnior,F,Não declarado,2022-07-02,22,3395.9906839770724,44,74.73915359637803,9.715753671093454,2.813165068235612
759,Backoffice,Pleno,F,Parda,2018-05-22,31,5342.404342137615,94,72.3893368161981,8.945722850759951,3.1366508973258163
760,Produtos Digitais,Sênior,F,Parda,2022-02-04,36,14372.57640277895,49,75.43178295839137,13.635880022443295,3.1478973238716406
761,Comercial,Júnior,M,Branca,2015-06-24,36,3275.336429543519,130,65.8989407340518,12.704899196139957,2.797363489238514
762,Tecnologia,Pleno,M,Branca,2019-01-28,42,6959.812066179878,86,65.8211664825148,19.671874648926472,2.981168583987852
763,Comercial,Pleno,M,Parda,2022-01-17,41,5641.117007740155,50,63.78935465727415,12.221569748073577,2.9515288968648066
764,Produtos Digitais,Júnior,F,Branca,2017-04-08,32,4245.802437708698,108,73.26092362875208,10.73598205792038,2.725676903425437
765,Comercial,Sênior,M,Parda,2022-12-12,41,10586.755522910633,39,66.1434068495902,9.310705659106455,3.370504559732206
766,Risco & Compliance,Júnior,M,Branca,2021-04-21,29,3502.0586875534755,59,73.82895112374024,11.23691689445534,2.6054366473430117
767,Produtos Digitais,Pleno,F,Parda,2020-11-14,39,8543.957366605284,64,75.39253252527183,10.002000469942496,3.0340263041482314
768,Backoffice,Pleno,F,Branca,2018-07-14,44,5516.701195988841,93,73.42248050696925,13.97994054731758,3.07948704033481
769,Tecnologia,Pleno,F,Parda,2019-10-27,41,7263.420767408276,77,67.20599336697471,21.393064850347695,3.11561771808767
770,Produtos Digitais,Pleno,M,Parda,2020-12-20,34,7504.206825455848,63,75.16554394543428,11.583564271100782,3.075601148486431
771,Comercial,Júnior,M,Branca,2019-09-21,32,2691.1503299067267,78,67.22232149797671,12.793382205465916,2.8021076953983854
772,Produtos Digitais,Júnior,M,Branca,2021-12-23,24,4283.981515967241,51,73.08197346812057,10.692414141152002,2.79276841780803
773,Comercial,Pleno,F,Branca,2019-05-02,35,5267.739814750163,83,68.0670308089098,13.412656260714405,3.111166357976801
774,Tecnologia,Pleno,M,Parda,2017-01-08,27,8485.03264527026,111,67.95719500090863,21.69566606390238,2.9695836990467934
775,Produtos Digitais,Sênior,F,Parda,2017-02-19,29,14823.079529869376,110,74.42200887915372,11.5180384377038,3.2251050679386384
776,Comercial,Sênior,F,Parda,2015-01-22,26,11072.517219871766,135,62.572425735028524,12.754448025609577,3.0760230215025364
777,Comercial,Sênior,M,Parda,2018-01-03,31,11220.00644384557,99,67.71014213431305,11.481430812425607,3.297696950729179
778,Produtos Digitais,Pleno,F,Branca,2022-06-26,33,7877.910078857474,45,74.40168210345665,10.431425046333459,3.07986629640915
779,Produtos Digitais,Júnior,M,Branca,2022-12-08,35,4471.241378870737,39,77.35284608256389,13.859699968323703,2.814527108118648
780,Crédito,Sênior,F,Branca,2017-01-09,30,10320.31148600619,111,74.7223742058526,13.03478650835821,3.429129667487302
